##v1.0##
FDN,OBJECT_TYPE,EQT_FDN,ITF_FDN,DOMAIN,ZONE,SITE,NAME,MNEMO,VPN,ITF_IP_ADDRESS,SRV_SENSOR_PARAM_SERVICE,SRV_SENSOR_TYPE,AVG_BWD_IN,MAX_BWD_IN,AVG_BWD_OUT,MAX_BWD_OUT,ACCESS_DSL_TYPE,CIAL_TAIL_CIRCUIT_BWD_UP,CIAL_TAIL_CIRCUIT_BWD_DOWN,CIAL_INTRANET_BWD,SRV_TECH_REFERENCE,SRV_TECH_NAME,SRV_TECH_TYPE,SRV_CIAL_REFERENCE
DI:VEOLIA.ZI:X.RTONE:MONTAUBAN.L:A0.N:8-35,VCL,DI:VEOLIA.ZI:X.RTONE:MONTAUBAN,DI:VEOLIA.ZI:X.RTONE:MONTAUBAN.L:A0,VEOLIA,SDO,PLANQUES EP,8-35,montauban-A0-8-35,,,SD,STAT_CDV,1024,1024,1024,1024,,1000,1000,,,IP-VPN ADSL,ZVAD,
DI:VEOLIA.ZI:X.RTONE:MONTBETON.L:A0.N:8-35,VCL,DI:VEOLIA.ZI:X.RTONE:MONTBETON,DI:VEOLIA.ZI:X.RTONE:MONTBETON.L:A0,VEOLIA,SDO,WEILL,8-35,montbeton-A0-8-35,,,SD,STAT_CDV,1024,1024,1024,1024,,1000,1000,,,IP-VPN ADSL,ZVAD,
DI:VEOLIA.ZI:X.RTONE:MPL1.L:A0.N:8-35,VCL,DI:VEOLIA.ZI:X.RTONE:MPL1,DI:VEOLIA.ZI:X.RTONE:MPL1.L:A0,VEOLIA,SUD,MONTPELLIER ARAGO,8-35,mpl1-A0-8-35,,,SI,STAT_CDV,512,512,512,512,,500,500,,,IP-VPN ADSL,ZVAD,
DI:VEOLIA.ZI:X.RTONE:MURET.L:A0.N:8-35,VCL,DI:VEOLIA.ZI:X.RTONE:MURET,DI:VEOLIA.ZI:X.RTONE:MURET.L:A0,VEOLIA,SDO,MURET,8-35,muret-A0-8-35,,,SO,STAT_CDV,1500,1500,1500,1500,,2000,2000,,,IP-VPN ADSL,ZVAD,
DI:VEOLIA.ZI:X.RTONE:NEGREPELISSE-NEW.L:A0.N:8-35,VCL,DI:VEOLIA.ZI:X.RTONE:NEGREPELISSE-NEW,DI:VEOLIA.ZI:X.RTONE:NEGREPELISSE-NEW.L:A0,VEOLIA,SDO,NEGREPELISSE,8-35,negrepelisse-new-A0-8-35,,,SO,STAT_CDV,1500,1500,1500,1500,,2000,2000,,,IP-VPN ADSL,ZVAD,
DI:VEOLIA.ZI:X.RTONE:OUEST-CHAMPNIERS.L:A0.N:8-35,VCL,DI:VEOLIA.ZI:X.RTONE:OUEST-CHAMPNIERS,DI:VEOLIA.ZI:X.RTONE:OUEST-CHAMPNIERS.L:A0,VEOLIA,SDO,CHAMPNIERS,8-35,ouest-champniers-A0-8-35,,,SD,STAT_CDV,1024,1024,1024,1024,,1000,1000,,,IP-VPN ADSL,ZVAD,
DI:VEOLIA.ZI:X.RTONE:OUEST-LOUIN.L:A0.N:8-35,VCL,DI:VEOLIA.ZI:X.RTONE:OUEST-LOUIN,DI:VEOLIA.ZI:X.RTONE:OUEST-LOUIN.L:A0,VEOLIA,SDO,USINE DU CEBRON,8-35,ouest-louin-A0-8-35,,,SI,STAT_CDV,512,512,512,512,,500,500,,,IP-VPN ADSL,ZVAD,
DI:VEOLIA.ZI:X.RTONE:OUEST-NUEIL.L:A0.N:8-35,VCL,DI:VEOLIA.ZI:X.RTONE:OUEST-NUEIL,DI:VEOLIA.ZI:X.RTONE:OUEST-NUEIL.L:A0,VEOLIA,SDO,STEP GASTRONOME,8-35,ouest-nueil-A0-8-35,,,SI,STAT_CDV,512,512,512,512,,500,500,,,IP-VPN ADSL,ZVAD,
DI:VEOLIA.ZI:X.RTONE:PARTNERS-STDENIS.L:A0.N:8-35,VCL,DI:VEOLIA.ZI:X.RTONE:PARTNERS-STDENIS,DI:VEOLIA.ZI:X.RTONE:PARTNERS-STDENIS.L:A0,VEOLIA,SDS,LA REUNION,8-35,partners-stdenis-A0-8-35,,,SY,STAT_CDV,3400,3400,3400,3400,,4000,4000,,,IP-VPN ADSL,ZVAD,
DI:VEOLIA.ZI:X.RTONE:PERPI-MSN.L:A0.N:8-35,VCL,DI:VEOLIA.ZI:X.RTONE:PERPI-MSN,DI:VEOLIA.ZI:X.RTONE:PERPI-MSN.L:A0,VEOLIA,SUD,PERPIGNAN,8-35,perpi-MSN-A0-8-35,,,SY,STAT_CDV,3400,3400,3400,3400,,4000,4000,,,IP-VPN ADSL,ZVAD,
DI:VEOLIA.ZI:X.RTONE:PERPI-STEP.L:A0.N:8-35,VCL,DI:VEOLIA.ZI:X.RTONE:PERPI-STEP,DI:VEOLIA.ZI:X.RTONE:PERPI-STEP.L:A0,VEOLIA,SUD,PERPIGNAN STEP,8-35,perpi-step-A0-8-35,,,SI,STAT_CDV,512,512,512,512,,500,500,,,IP-VPN ADSL,ZVAD,
DI:VEOLIA.ZI:X.RTONE:PUYGOUZON-N.L:A0.N:8-35,VCL,DI:VEOLIA.ZI:X.RTONE:PUYGOUZON-N,DI:VEOLIA.ZI:X.RTONE:PUYGOUZON-N.L:A0,VEOLIA,SDO,PUYGOUZON,8-35,puygouzon-n-A0-8-35,,,SO,STAT_CDV,1500,1500,1500,1500,,2000,2000,,,IP-VPN ADSL,ZVAD,
DI:VEOLIA.ZI:X.RTONE:RCPAMIERS.L:A0.N:8-35,VCL,DI:VEOLIA.ZI:X.RTONE:RCPAMIERS,DI:VEOLIA.ZI:X.RTONE:RCPAMIERS.L:A0,VEOLIA,SDO,PAMIERS,8-35,RCpamiers-A0-8-35,,,SD,STAT_CDV,1024,1024,1024,1024,,1000,1000,,,IP-VPN ADSL,ZVAD,
DI:VEOLIA.ZI:X.RTONE:RODEZ-N.L:A0.N:8-35,VCL,DI:VEOLIA.ZI:X.RTONE:RODEZ-N,DI:VEOLIA.ZI:X.RTONE:RODEZ-N.L:A0,VEOLIA,SDO,BENECHOU,8-35,rodez-N-A0-8-35,,,SD,STAT_CDV,1024,1024,1024,1024,,1000,1000,,,IP-VPN ADSL,ZVAD,
DI:VEOLIA.ZI:X.RTONE:RODILHAN1.L:A0.N:8-35,VCL,DI:VEOLIA.ZI:X.RTONE:RODILHAN1,DI:VEOLIA.ZI:X.RTONE:RODILHAN1.L:A0,VEOLIA,SUD,RODILHAN AGENCE,8-35,rodilhan1-A0-8-35,,,SI,STAT_CDV,512,512,512,512,,500,500,,,IP-VPN ADSL,ZVAD,
DI:VEOLIA.ZI:X.RTONE:ROYAN.L:A0.N:8-35,VCL,DI:VEOLIA.ZI:X.RTONE:ROYAN,DI:VEOLIA.ZI:X.RTONE:ROYAN.L:A0,VEOLIA,SDO,ROYAN,8-35,royan-A0-8-35,,,SL,STAT_CDV,0,8192,0,850,,8000,8000,,,GI ADSL Turbo IP,ZIAT,
DI:VEOLIA.ZI:X.RTONE:SAINTES1.L:A0.N:8-35,VCL,DI:VEOLIA.ZI:X.RTONE:SAINTES1,DI:VEOLIA.ZI:X.RTONE:SAINTES1.L:A0,VEOLIA,SDO,SAINTES CENTREX,8-35,saintes1-A0-8-35,,,SD,STAT_CDV,1024,1024,1024,1024,,1000,1000,,,IP-VPN ADSL,ZVAD,
DI:VEOLIA.ZI:X.RTONE:SALINDRES.L:A0.N:8-35,VCL,DI:VEOLIA.ZI:X.RTONE:SALINDRES,DI:VEOLIA.ZI:X.RTONE:SALINDRES.L:A0,VEOLIA,SUD,SOUREIL,8-35,salindres-A0-8-35,,,SL,STAT_CDV,0,1024,0,256,,1000,1000,,,GI ADSL Turbo IP,ZIAT,
DI:VEOLIA.ZI:X.RTONE:STHILAIRE.L:A0.N:8-35,VCL,DI:VEOLIA.ZI:X.RTONE:STHILAIRE,DI:VEOLIA.ZI:X.RTONE:STHILAIRE.L:A0,VEOLIA,SUD,ALES STEP,8-35,sthilaire-A0-8-35,,,SD,STAT_CDV,1024,1024,1024,1024,,1000,1000,,,IP-VPN ADSL,ZVAD,
DI:VEOLIA.ZI:X.RTONE:STJEAN-MSB.L:A0.N:8-35,VCL,DI:VEOLIA.ZI:X.RTONE:STJEAN-MSB,DI:VEOLIA.ZI:X.RTONE:STJEAN-MSB.L:A0,VEOLIA,SDO,SAINT JEAN,8-35,stjean-msb-A0-8-35,,,SL,STAT_CDV,0,1024,0,256,,1000,1000,,,GI ADSL Turbo IP,ZIAT,
DI:VEOLIA.ZI:X.RTONE:STJEAN.L:A0.N:8-35,VCL,DI:VEOLIA.ZI:X.RTONE:STJEAN,DI:VEOLIA.ZI:X.RTONE:STJEAN.L:A0,VEOLIA,SDO,SAINT JEAN,8-35,stjean-A0-8-35,,,SO,STAT_CDV,1500,1500,1500,1500,,2000,2000,,,IP-VPN ADSL,ZVAD,
DI:VEOLIA.ZI:X.RTONE:TERRASSON-N.L:A0.N:8-35,VCL,DI:VEOLIA.ZI:X.RTONE:TERRASSON-N,DI:VEOLIA.ZI:X.RTONE:TERRASSON-N.L:A0,VEOLIA,SDO,TERRASSON,8-35,terrasson-N-A0-8-35,,,SO,STAT_CDV,1500,1500,1500,1500,,2000,2000,,,IP-VPN ADSL,ZVAD,
DI:VEOLIA.ZI:X.RTONE:TERRASSON.L:A0.N:8-35,VCL,DI:VEOLIA.ZI:X.RTONE:TERRASSON,DI:VEOLIA.ZI:X.RTONE:TERRASSON.L:A0,VEOLIA,SDO,TERRASSON,8-35,terrasson-A0-8-35,,,SL,STAT_CDV,0,1024,0,256,,1000,1000,,,GI ADSL Turbo IP,ZIAT,
DI:VEOLIA.ZI:X.RTONE:TEYRAN.L:A0.N:8-35,VCL,DI:VEOLIA.ZI:X.RTONE:TEYRAN,DI:VEOLIA.ZI:X.RTONE:TEYRAN.L:A0,VEOLIA,SUD,TEYRAN,8-35,teyran-A0-8-35,,,SD,STAT_CDV,1024,1024,1024,1024,,1000,1000,,,IP-VPN ADSL,ZVAD,
DI:VEOLIA.ZI:X.RTONE:THOIRAS1.L:A0.N:8-35,VCL,DI:VEOLIA.ZI:X.RTONE:THOIRAS1,DI:VEOLIA.ZI:X.RTONE:THOIRAS1.L:A0,VEOLIA,SUD,THOIRAS,8-35,thoiras1-A0-8-35,,,SD,STAT_CDV,1024,1024,1024,1024,,1000,1000,,,IP-VPN ADSL,ZVAD,
DI:VEOLIA.ZI:X.RTONE:TLSE-MSB.L:A0.N:8-35,VCL,DI:VEOLIA.ZI:X.RTONE:TLSE-MSB,DI:VEOLIA.ZI:X.RTONE:TLSE-MSB.L:A0,VEOLIA,SDO,TOULOUSE PECH DAVID,8-35,tlse-msb-A0-8-35,,,SL,STAT_CDV,0,1024,0,256,,1000,1000,,,GI ADSL Turbo IP,ZIAT,
DI:VEOLIA.ZI:X.RTONE:TLSE1-MSB.L:A0.N:8-35,VCL,DI:VEOLIA.ZI:X.RTONE:TLSE1-MSB,DI:VEOLIA.ZI:X.RTONE:TLSE1-MSB.L:A0,VEOLIA,SDO,GINESTOUS,8-35,tlse1-msb-A0-8-35,,,SL,STAT_CDV,0,8192,0,850,,8000,8000,,,GI ADSL Turbo IP,ZIAT,
DI:VEOLIA.ZI:X.RTONE:TLSE2-MSN.L:A0.N:8-35,VCL,DI:VEOLIA.ZI:X.RTONE:TLSE2-MSN,DI:VEOLIA.ZI:X.RTONE:TLSE2-MSN.L:A0,VEOLIA,SDO,GINESTOUS,8-35,tlse2-msn-A0-8-35,,,SY,STAT_CDV,3400,3400,3400,3400,,4000,4000,,,IP-VPN ADSL,ZVAD,
DI:VEOLIA.ZI:X.RTONE:TLSUNION.L:A0.N:8-35,VCL,DI:VEOLIA.ZI:X.RTONE:TLSUNION,DI:VEOLIA.ZI:X.RTONE:TLSUNION.L:A0,VEOLIA,SDO,SME,8-35,tlsUnion-A0-8-35,,,SD,STAT_CDV,1024,1024,1024,1024,,1000,1000,,,IP-VPN ADSL,ZVAD,
DI:VEOLIA.ZI:X.RTONE:TONNEINS1.L:A0.N:8-35,VCL,DI:VEOLIA.ZI:X.RTONE:TONNEINS1,DI:VEOLIA.ZI:X.RTONE:TONNEINS1.L:A0,VEOLIA,SDO,TONNEINS,8-35,tonneins1-A0-8-35,,,SD,STAT_CDV,1024,1024,1024,1024,,1000,1000,,,IP-VPN ADSL,ZVAD,
DI:VEOLIA.ZI:X.RTONE:TOULOUSE-PECH-DAVID.L:A0.N:8-35,VCL,DI:VEOLIA.ZI:X.RTONE:TOULOUSE-PECH-DAVID,DI:VEOLIA.ZI:X.RTONE:TOULOUSE-PECH-DAVID.L:A0,VEOLIA,SDO,TOULOUSE PECH DAVID,8-35,toulouse-pech-david-A0-8-35,,,SO,STAT_CDV,1500,1500,1500,1500,,2000,2000,,,IP-VPN ADSL,ZVAD,
DI:VEOLIA.ZI:X.RTONE:TULLE1.L:A0.N:8-35,VCL,DI:VEOLIA.ZI:X.RTONE:TULLE1,DI:VEOLIA.ZI:X.RTONE:TULLE1.L:A0,VEOLIA,SDO,TULLE VILLE,8-35,tulle1-A0-8-35,,,SL,STAT_CDV,0,512,0,128,,1000,1000,,,GI ADSL Turbo IP,ZIAT,
DI:VEOLIA.ZI:X.RTONE:VENDARGUES.L:A0.N:8-35,VCL,DI:VEOLIA.ZI:X.RTONE:VENDARGUES,DI:VEOLIA.ZI:X.RTONE:VENDARGUES.L:A0,VEOLIA,SUD,CASTELNAU-LE-LEZ,8-35,vendargues-A0-8-35,,,SD,STAT_CDV,1024,1024,1024,1024,,1000,1000,,,IP-VPN ADSL,ZVAD,
DI:VEOLIA.ZI:X.RTONE:VETECHEST-METZ.L:A0.N:8-35,VCL,DI:VEOLIA.ZI:X.RTONE:VETECHEST-METZ,DI:VEOLIA.ZI:X.RTONE:VETECHEST-METZ.L:A0,VEOLIA,NCY,RESERVOIR HAUT DE WA,8-35,vetechest-metz-A0-8-35,,,SD,STAT_CDV,1024,1024,1024,1024,,1000,1000,,,IP-VPN ADSL,ZVAD,
DI:VEOLIA.ZI:X.RTONE:VETECHEST-MOULINS.L:A0.N:8-35,VCL,DI:VEOLIA.ZI:X.RTONE:VETECHEST-MOULINS,DI:VEOLIA.ZI:X.RTONE:VETECHEST-MOULINS.L:A0,VEOLIA,NCY,USINE METZ,8-35,vetechest-moulins-A0-8-35,,,ZZ,STAT_CDV,1024,1024,1024,1024,SDSL,1024,1024,1000,CD03P092C6,BVPN - Corporate 1024,VPO0002,0023038297
DI:VEOLIA.ZI:X.RTSNMP:ALES1.L:RPOA0.N:8-35,VCL,DI:VEOLIA.ZI:X.RTSNMP:ALES1,DI:VEOLIA.ZI:X.RTSNMP:ALES1.L:RPOA0,VEOLIA,SUD,ALES,8-35,ales1-RPOA0-8-35,,169.254.3.242,SD,STAT_CDV,1024,1024,1024,1024,,1000,1000,,,IP-VPN ADSL,ZVAD,
DI:VEOLIA.ZI:X.RTSNMP:AUBUSSON.L:RPOA0.N:8-35,VCL,DI:VEOLIA.ZI:X.RTSNMP:AUBUSSON,DI:VEOLIA.ZI:X.RTSNMP:AUBUSSON.L:RPOA0,VEOLIA,SDO,AUBUSSON,8-35,aubusson-RPOA0-8-35,,169.254.0.162,SD,STAT_CDV,1024,1024,1024,1024,,1000,1000,,,IP-VPN ADSL,ZVAD,
DI:VEOLIA.ZI:X.RTSNMP:BAGNOLS.L:RPOA0.N:8-35,VCL,DI:VEOLIA.ZI:X.RTSNMP:BAGNOLS,DI:VEOLIA.ZI:X.RTSNMP:BAGNOLS.L:RPOA0,VEOLIA,SUD,BAGNOL SUR CEZE,8-35,bagnols-RPOA0-8-35,,169.254.0.90,SI,STAT_CDV,80,512,80,512,,500,500,,,IP-VPN ADSL,ZVAD,
DI:VEOLIA.ZI:X.RTSNMP:BARCARES1.L:RPOA0.N:8-35,VCL,DI:VEOLIA.ZI:X.RTSNMP:BARCARES1,DI:VEOLIA.ZI:X.RTSNMP:BARCARES1.L:RPOA0,VEOLIA,SUD,PORT-BARCARES,8-35,barcares1-RPOA0-8-35,,169.254.5.62,SD,STAT_CDV,1024,1024,1024,1024,,1000,1000,,,IP-VPN ADSL,ZVAD,
DI:VEOLIA.ZI:X.RTSNMP:BISCARROSSE.L:MPOA1-VC-MUX.N:2-32,VCL,DI:VEOLIA.ZI:X.RTSNMP:BISCARROSSE,DI:VEOLIA.ZI:X.RTSNMP:BISCARROSSE.L:MPOA1-VC-MUX,VEOLIA,SDO,BISCAROSSE,2-32,biscarrosse-MPOA1-VC-MUX-2-32,,,SI,STAT_CDV,80,512,80,512,,500,500,,,IP-VPN ADSL,ZVAD,
DI:VEOLIA.ZI:X.RTSNMP:BORT-ORGUES.L:RPOA0.N:8-35,VCL,DI:VEOLIA.ZI:X.RTSNMP:BORT-ORGUES,DI:VEOLIA.ZI:X.RTSNMP:BORT-ORGUES.L:RPOA0,VEOLIA,SDO,BORT LES ORGUES,8-35,bort-orgues-RPOA0-8-35,,169.254.1.14,SD,STAT_CDV,1024,1024,1024,1024,,1000,1000,,,IP-VPN ADSL,ZVAD,
DI:VEOLIA.ZI:X.RTSNMP:BOURG-ST-ANDEOL.L:RPOA0.N:8-35,VCL,DI:VEOLIA.ZI:X.RTSNMP:BOURG-ST-ANDEOL,DI:VEOLIA.ZI:X.RTSNMP:BOURG-ST-ANDEOL.L:RPOA0,VEOLIA,SUD,BOURG SAINT ANDEOL,8-35,bourg-st-andeol-RPOA0-8-35,,169.254.0.158,SD,STAT_CDV,1024,1024,1024,1024,,1000,1000,,,IP-VPN ADSL,ZVAD,
DI:VEOLIA.ZI:X.RTSNMP:CARCASSONNE1.L:RPOA0.N:8-35,VCL,DI:VEOLIA.ZI:X.RTSNMP:CARCASSONNE1,DI:VEOLIA.ZI:X.RTSNMP:CARCASSONNE1.L:RPOA0,VEOLIA,SUD,CARCASSONE,8-35,carcassonne1-RPOA0-8-35,,169.254.4.70,SD,STAT_CDV,1024,1024,1024,1024,,1000,1000,,,IP-VPN ADSL,ZVAD,
DI:VEOLIA.ZI:X.RTSNMP:CASTELNAU-MEDOC.L:RPOA0.N:8-35,VCL,DI:VEOLIA.ZI:X.RTSNMP:CASTELNAU-MEDOC,DI:VEOLIA.ZI:X.RTSNMP:CASTELNAU-MEDOC.L:RPOA0,VEOLIA,SDO,CASTELNAU DE MEDOC,8-35,castelnau-medoc-RPOA0-8-35,,169.254.0.198,SD,STAT_CDV,1024,1024,1024,1024,,1000,1000,,,IP-VPN ADSL,ZVAD,
DI:VEOLIA.ZI:X.RTSNMP:GAILLAC.L:MPOA1-VC-MUX.N:8-35,VCL,DI:VEOLIA.ZI:X.RTSNMP:GAILLAC,DI:VEOLIA.ZI:X.RTSNMP:GAILLAC.L:MPOA1-VC-MUX,VEOLIA,SDO,GAILLAC,8-35,gaillac-MPOA1-VC-MUX-8-35,,,SI,STAT_CDV,512,512,512,512,,500,500,,,IP-VPN ADSL,ZVAD,
DI:VEOLIA.ZI:X.RTSNMP:LAFRANCAISE.L:RPOA0.N:8-35,VCL,DI:VEOLIA.ZI:X.RTSNMP:LAFRANCAISE,DI:VEOLIA.ZI:X.RTSNMP:LAFRANCAISE.L:RPOA0,VEOLIA,SDO,LA FRANCAISE,8-35,lafrancaise-RPOA0-8-35,,169.254.0.146,SI,STAT_CDV,512,512,512,512,,500,500,,,IP-VPN ADSL,ZVAD,
DI:VEOLIA.ZI:X.RTSNMP:LEZIGNAN.L:MPOA1-VC-MUX.N:8-35,VCL,DI:VEOLIA.ZI:X.RTSNMP:LEZIGNAN,DI:VEOLIA.ZI:X.RTSNMP:LEZIGNAN.L:MPOA1-VC-MUX,VEOLIA,SUD,LEZIGNAN CORBIERES,8-35,lezignan-MPOA1-VC-MUX-8-35,,,SD,STAT_CDV,160,1024,160,1024,,1000,1000,,,IP-VPN ADSL,ZVAD,
DI:VEOLIA.ZI:X.RTSNMP:MENDE.L:MPOA1-VC-MUX.N:8-35,VCL,DI:VEOLIA.ZI:X.RTSNMP:MENDE,DI:VEOLIA.ZI:X.RTSNMP:MENDE.L:MPOA1-VC-MUX,VEOLIA,SUD,MENDE,8-35,mende-MPOA1-VC-MUX-8-35,,,SI,STAT_CDV,80,512,80,512,,500,500,,,IP-VPN ADSL,ZVAD,
DI:VEOLIA.ZI:X.RTSNMP:MILLAU.L:RPOA0.N:8-35,VCL,DI:VEOLIA.ZI:X.RTSNMP:MILLAU,DI:VEOLIA.ZI:X.RTSNMP:MILLAU.L:RPOA0,VEOLIA,SDO,MILLAU,8-35,millau-RPOA0-8-35,,169.254.0.114,SD,STAT_CDV,1024,1024,1024,1024,,1000,1000,,,IP-VPN ADSL,ZVAD,
DI:VEOLIA.ZI:X.RTSNMP:MOISSAC1.L:RPOA0.N:8-35,VCL,DI:VEOLIA.ZI:X.RTSNMP:MOISSAC1,DI:VEOLIA.ZI:X.RTSNMP:MOISSAC1.L:RPOA0,VEOLIA,SDO,MOISSAC,8-35,moissac1-RPOA0-8-35,,169.254.1.58,SI,STAT_CDV,512,512,512,512,,500,500,,,IP-VPN ADSL,ZVAD,
DI:VEOLIA.ZI:X.RTSNMP:NARBONNE.L:MPOA1-VC-MUX.N:8-35,VCL,DI:VEOLIA.ZI:X.RTSNMP:NARBONNE,DI:VEOLIA.ZI:X.RTSNMP:NARBONNE.L:MPOA1-VC-MUX,VEOLIA,SUD,NARBONNE,8-35,narbonne-MPOA1-VC-MUX-8-35,,,SO,STAT_CDV,1500,1500,1500,1500,,2000,2000,,,IP-VPN ADSL,ZVAD,
DI:VEOLIA.ZI:X.RTSNMP:PARENTIS.L:MPOA1-VC-MUX.N:2-32,VCL,DI:VEOLIA.ZI:X.RTSNMP:PARENTIS,DI:VEOLIA.ZI:X.RTSNMP:PARENTIS.L:MPOA1-VC-MUX,VEOLIA,SDO,PARENTIS,2-32,parentis-MPOA1-VC-MUX-2-32,,,SI,STAT_CDV,80,512,80,512,,500,500,,,IP-VPN ADSL,ZVAD,
DI:VEOLIA.ZI:X.RTSNMP:PONT-ST-ESPRIT.L:RPOA0.N:8-35,VCL,DI:VEOLIA.ZI:X.RTSNMP:PONT-ST-ESPRIT,DI:VEOLIA.ZI:X.RTSNMP:PONT-ST-ESPRIT.L:RPOA0,VEOLIA,SUD,PONT-SAINT-ESPRIT,8-35,pont-st-esprit-RPOA0-8-35,,169.254.0.122,SI,STAT_CDV,80,512,80,512,,500,500,,,IP-VPN ADSL,ZVAD,
DI:VEOLIA.ZI:X.RTSNMP:RODEZ.L:MPOA1-VC-MUX.N:8-35,VCL,DI:VEOLIA.ZI:X.RTSNMP:RODEZ,DI:VEOLIA.ZI:X.RTSNMP:RODEZ.L:MPOA1-VC-MUX,VEOLIA,SDO,RODEZ,8-35,rodez-MPOA1-VC-MUX-8-35,,,SD,STAT_CDV,1024,1024,1024,1024,,1000,1000,,,IP-VPN ADSL,ZVAD,
DI:VEOLIA.ZI:X.RTSNMP:SARLAT.L:MPOA1-VC-MUX.N:8-35,VCL,DI:VEOLIA.ZI:X.RTSNMP:SARLAT,DI:VEOLIA.ZI:X.RTSNMP:SARLAT.L:MPOA1-VC-MUX,VEOLIA,SDO,SARLAT,8-35,sarlat-MPOA1-VC-MUX-8-35,,,SI,STAT_CDV,80,512,80,512,,500,500,,,IP-VPN ADSL,ZVAD,
DI:VEOLIA.ZI:X.RTSNMP:ST-GILLES.L:RPOA0.N:8-35,VCL,DI:VEOLIA.ZI:X.RTSNMP:ST-GILLES,DI:VEOLIA.ZI:X.RTSNMP:ST-GILLES.L:RPOA0,VEOLIA,SUD,SAINT GILLES,8-35,st-gilles-RPOA0-8-35,,169.254.0.138,SI,STAT_CDV,512,512,512,512,,500,500,,,IP-VPN ADSL,ZVAD,
DI:VEOLIA.ZI:X.RTSNMP:TOULOUSE-VERDIER.L:MPOA1-VC-MUX.N:8-35,VCL,DI:VEOLIA.ZI:X.RTSNMP:TOULOUSE-VERDIER,DI:VEOLIA.ZI:X.RTSNMP:TOULOUSE-VERDIER.L:MPOA1-VC-MUX,VEOLIA,SDO,TOULOUSE VERDIER,8-35,toulouse-verdier-MPOA1-VC-MUX-8-35,,,SI,STAT_CDV,512,512,512,512,,500,500,,,IP-VPN ADSL,ZVAD,
DI:VEOLIACTE.ZI:X.RTCIS:LYONHD1.L:GE0/0.N:144,VLAN,DI:VEOLIACTE.ZI:X.RTCIS:LYONHD1,DI:VEOLIACTE.ZI:X.RTCIS:LYONHD1.L:GE0/0,VEOLIACTE,CTE,LYON 1,144,lyonHD1-GE0/0-144,,,VL,STAT_CDV,12000,12000,12000,12000,,12000,12000,,,,,
DI:VEOLIACTE.ZI:X.RTCIS:LYONHD2.L:GE0/0.N:66,VLAN,DI:VEOLIACTE.ZI:X.RTCIS:LYONHD2,DI:VEOLIACTE.ZI:X.RTCIS:LYONHD2.L:GE0/0,VEOLIACTE,CTE,LYON 2,66,lyonHD2-GE0/0-66,,,VL,STAT_CDV,15000,15000,15000,15000,,12000,12000,,,,,
DI:VEOLIACTE.ZI:X.RTONE:AILLANT.L:A0.N:8-35,VCL,DI:VEOLIACTE.ZI:X.RTONE:AILLANT,DI:VEOLIACTE.ZI:X.RTONE:AILLANT.L:A0,VEOLIACTE,VETECHCTE,UDEP AILLANT SUR THO,8-35,aillant-A0-8-35,,,SL,STAT_CDV,0,8192,0,850,,8000,8000,,,GI ADSL Turbo IP,ZIAT,
DI:VEOLIACTE.ZI:X.RTONE:CHABLIS.L:A0.N:8-35,VCL,DI:VEOLIACTE.ZI:X.RTONE:CHABLIS,DI:VEOLIACTE.ZI:X.RTONE:CHABLIS.L:A0,VEOLIACTE,VETECHCTE,UDEP DE CHABLIS,8-35,chablis-A0-8-35,,,SL,STAT_CDV,0,8192,0,850,,8000,8000,,,GI ADSL Turbo IP,ZIAT,
DI:VEOLIACTE.ZI:X.RTONE:CTE-AMBERT1.L:A0.N:8-35,VCL,DI:VEOLIACTE.ZI:X.RTONE:CTE-AMBERT1,DI:VEOLIACTE.ZI:X.RTONE:CTE-AMBERT1.L:A0,VEOLIACTE,CTE,SERVICE D&-39-AMBERT,8-35,cte-ambert1-A0-8-35,,,SI,STAT_CDV,512,512,512,512,,500,500,,,IP-VPN ADSL,ZVAD,
DI:VEOLIACTE.ZI:X.RTONE:CTE-ARACHES1.L:A0.N:8-35,VCL,DI:VEOLIACTE.ZI:X.RTONE:CTE-ARACHES1,DI:VEOLIACTE.ZI:X.RTONE:CTE-ARACHES1.L:A0,VEOLIACTE,CTE,SCE CARROZ ARRACHES,8-35,cte-araches1-A0-8-35,,,SO,STAT_CDV,1600,1600,1600,1600,,2000,2000,,,IP-VPN ADSL,ZVAD,
DI:VEOLIACTE.ZI:X.RTONE:CTE-ARBOUANS.L:A0.N:8-35,VCL,DI:VEOLIACTE.ZI:X.RTONE:CTE-ARBOUANS,DI:VEOLIACTE.ZI:X.RTONE:CTE-ARBOUANS.L:A0,VEOLIACTE,VETECHCTE,USINE ARBOUANS,8-35,cte-arbouans-A0-8-35,,,SI,STAT_CDV,512,512,512,512,,500,500,,,IP-VPN ADSL,ZVAD,
DI:VEOLIACTE.ZI:X.RTONE:CTE-BAUME.L:A0.N:8-35,VCL,DI:VEOLIACTE.ZI:X.RTONE:CTE-BAUME,DI:VEOLIACTE.ZI:X.RTONE:CTE-BAUME.L:A0,VEOLIACTE,CTE,SERVICE BAUME DAMES,8-35,cte-baume-A0-8-35,,,SI,STAT_CDV,512,512,512,512,,500,500,,,IP-VPN ADSL,ZVAD,
