##v1.0##
FDN,OBJECT_TYPE,DOMAIN,ZONE,SITE,NAME,MNEMO,ADMIN_ADDRESS,COMMUNITY_CODE,COMMUNITY_NAME,CUSTOMER_CODE,CUSTOMER_NAME,COUNTRY_CODE,COUNTRY_NAME,CITY_CODE,CITY_NAME,NETWORK_ROLE,POP_ID,ORIGIN,ACTIVATION_MODEL,SOFTWARE_RELEASE,VOICE_ROLE,IPPBX_ZONE,IS_SHARED,MANUFACTURER,MACRO_TYPE,SRV_STAT_DATA,SRV_IPER_PATH_PERF,SRV_IPER_PATH_PERF_SLA,SRV_IPER_PATH_PERF_CPUMAX_SLA,SRV_IPER_PATH_AVAIL,SRV_IPER_PATH_AVAIL_SLA,SRV_IPER_PATH_AVAIL_CPUMAX_SLA,SRV_IPER_SITE_AVAIL,SRV_IPER_SITE_AVAIL_SLA,SRV_IPER_SITE_AVAIL_CPUMAX_SLA,SRV_IPER_ROUTER_PERF,SRV_IPER_BACKBONE_PATH,SRV_IPER_COS_VOLUME,SRV_IP_DSL_SERVICE_TYPE,SRV_IP_DSL_CARRIER_NAME,SRV_IP_DSL_OFFER_NAME,SRV_3G_SERVICE_TYPE,SRV_3G_CARRIER_CODE,SRV_3G_CARRIER_NAME,SRV_3G_GSM_NUMBER,SRV_TECH_REFERENCE,SRV_TECH_NAME,SRV_TECH_TYPE,SRV_CIAL_REFERENCE
DI:ATAC.ZI:X.SWWIFI:1184AP2,SWWIFI,ATAC,MAG_NORD,1184 AULNOYE WLAN,1184AP2,1184ap2,10.48.106.153,,,,,FRA,FRANCE,,,CE,,SATIN,aironet,12.3 2 JA2,,,0,aironet,COMMUTATEUR,N,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWWIFI:1184AP3,SWWIFI,ATAC,MAG_NORD,1184 AULNOYE WLAN,1184AP3,1184ap3,10.48.106.154,,,,,FRA,FRANCE,,,CE,,SATIN,aironet,12.3 2 JA2,,,0,aironet,COMMUTATEUR,N,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWWIFI:1184AP4,SWWIFI,ATAC,MAG_NORD,1184 AULNOYE WLAN,1184AP4,1184ap4,10.48.106.155,,,,,FRA,FRANCE,,,CE,,SATIN,aironet,12.3 2 JA2,,,0,aironet,COMMUTATEUR,N,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWWIFI:1184AP5,SWWIFI,ATAC,MAG_NORD,1184 AULNOYE WLAN,1184AP5,1184ap5,10.48.106.156,,,,,FRA,FRANCE,,,CE,,SATIN,aironet,12.3(2)JA2,,,0,aironet,COMMUTATEUR,N,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWWIFI:1185AP1,SWWIFI,ATAC,MAG_NORD,1185 ST SAULVE WLAN,1185AP1,1185ap1,10.46.37.88,,,,,FRA,FRANCE,,,CE,,SATIN,aironet,12.3 2 JA2,,,0,aironet,COMMUTATEUR,N,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWWIFI:1185AP2,SWWIFI,ATAC,MAG_NORD,1185 ST SAULVE WLAN,1185AP2,1185ap2,10.46.37.89,,,,,FRA,FRANCE,,,CE,,SATIN,aironet,12.3 2 JA2,,,0,aironet,COMMUTATEUR,N,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWWIFI:1185AP3,SWWIFI,ATAC,MAG_NORD,1185 ST SAULVE WLAN,1185AP3,1185ap3,10.46.37.90,,,,,FRA,FRANCE,,,CE,,SATIN,aironet,12.3 2 JA2,,,0,aironet,COMMUTATEUR,N,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWWIFI:1185AP4,SWWIFI,ATAC,MAG_NORD,1185 ST SAULVE WLAN,1185AP4,1185ap4,10.46.37.91,,,,,FRA,FRANCE,,,CE,,SATIN,aironet,12.3 2 JA2,,,0,aironet,COMMUTATEUR,N,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWWIFI:1185AP5,SWWIFI,ATAC,MAG_NORD,1185 ST SAULVE WLAN1,1185AP5,1185ap5,10.46.37.92,,,,,FRA,FRANCE,,,CE,,SATIN,aironet,12.3 2 JA2,,,0,aironet,COMMUTATEUR,N,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWWIFI:1185AP6,SWWIFI,ATAC,MAG_NORD,1185 ST SAULVE WLAN1,1185AP6,1185ap6,10.46.37.93,,,,,FRA,FRANCE,,,CE,,SATIN,aironet,12.3 2 JA2,,,0,aironet,COMMUTATEUR,N,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWWIFI:1185AP7,SWWIFI,ATAC,MAG_NORD,1185 ST SAULVE WLAN1,1185AP7,1185ap7,10.46.37.94,,,,,FRA,FRANCE,,,CE,,SATIN,aironet,12.3 2 JA2,,,0,aironet,COMMUTATEUR,N,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWWIFI:1186AP1,SWWIFI,ATAC,MAG_NORD,1186 STQUENTIN WLAN,1186AP1,1186ap1,10.48.184.88,,,,,FRA,FRANCE,,,CE,,SATIN,aironet,12.3(2)JA2,,,0,aironet,COMMUTATEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWWIFI:1186AP2,SWWIFI,ATAC,MAG_NORD,1186 STQUENTIN WLAN,1186AP2,1186ap2,10.48.184.89,,,,,FRA,FRANCE,,,CE,,SATIN,aironet,12.3(2)JA2,,,0,aironet,COMMUTATEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWWIFI:1186AP3,SWWIFI,ATAC,MAG_NORD,1186 STQUENTIN WLAN,1186AP3,1186ap3,10.48.184.90,,,,,FRA,FRANCE,,,CE,,SATIN,aironet,12.3(2)JA2,,,0,aironet,COMMUTATEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWWIFI:1186AP4,SWWIFI,ATAC,MAG_NORD,1186 STQUENTIN WLAN,1186AP4,1186ap4,10.48.184.91,,,,,FRA,FRANCE,,,CE,,SATIN,aironet,12.3(2)JA2,,,0,aironet,COMMUTATEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWWIFI:1186AP5,SWWIFI,ATAC,MAG_NORD,1186 STQUENTIN WLAN,1186AP5,1186ap5,10.48.184.92,,,,,FRA,FRANCE,,,CE,,SATIN,aironet,12.3(2)JA2,,,0,aironet,COMMUTATEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWWIFI:1187AP1,SWWIFI,ATAC,MAG_NORD,1187 LENS WLAN1,1187AP1,1187ap1,10.48.110.192,,,,,FRA,FRANCE,,,CE,,SATIN,aironet,12.3(2)JA2,,,0,aironet,COMMUTATEUR,N,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWWIFI:1187AP2,SWWIFI,ATAC,MAG_NORD,1187 LENS WLAN1,1187AP2,1187ap2,10.48.110.193,,,,,FRA,FRANCE,,,CE,,SATIN,aironet,12.3(2)JA2,,,0,aironet,COMMUTATEUR,N,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWWIFI:1187AP3,SWWIFI,ATAC,MAG_NORD,1187 LENS WLAN1,1187AP3,1187ap3,10.48.110.194,,,,,FRA,FRANCE,,,CE,,SATIN,aironet,12.3(2)JA2,,,0,aironet,COMMUTATEUR,N,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWWIFI:1187AP4,SWWIFI,ATAC,MAG_NORD,1187 LENS WLAN2,1187AP4,1187ap4,10.48.110.195,,,,,FRA,FRANCE,,,CE,,SATIN,aironet,12.3(2)JA2,,,0,aironet,COMMUTATEUR,N,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWWIFI:1187AP5,SWWIFI,ATAC,MAG_NORD,1187 LENS WLAN2,1187AP5,1187ap5,10.48.110.196,,,,,FRA,FRANCE,,,CE,,SATIN,aironet,12.3(2)JA2,,,0,aironet,COMMUTATEUR,N,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWWIFI:1187AP6,SWWIFI,ATAC,MAG_NORD,1187 LENS WLAN2,1187AP6,1187ap6,10.48.110.197,,,,,FRA,FRANCE,,,CE,,SATIN,aironet,12.3(2)JA2,,,0,aironet,COMMUTATEUR,N,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWWIFI:1189AP1,SWWIFI,ATAC,MAG_NORD,1189 FOURMIES WLAN,1189AP1,1189ap1,10.48.106.144,,,,,FRA,FRANCE,,,CE,,SATIN,aironet,12.3(2)JA2,,,0,aironet,COMMUTATEUR,N,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWWIFI:1189AP2,SWWIFI,ATAC,MAG_NORD,1189 FOURMIES WLAN,1189AP2,1189ap2,10.48.106.145,,,,,FRA,FRANCE,,,CE,,SATIN,aironet,12.3(2)JA2,,,0,aironet,COMMUTATEUR,N,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWWIFI:1189AP3,SWWIFI,ATAC,MAG_NORD,1189 FOURMIES WLAN,1189AP3,1189ap3,10.48.106.146,,,,,FRA,FRANCE,,,CE,,SATIN,aironet,12.3(2)JA2,,,0,aironet,COMMUTATEUR,N,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWWIFI:1189AP4,SWWIFI,ATAC,MAG_NORD,1189 FOURMIES WLAN,1189AP4,1189ap4,10.48.106.147,,,,,FRA,FRANCE,,,CE,,SATIN,aironet,12.3(2)JA2,,,0,aironet,COMMUTATEUR,N,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWWIFI:1189AP5,SWWIFI,ATAC,MAG_NORD,1189 FOURMIES WLAN,1189AP5,1189ap5,10.48.106.148,,,,,FRA,FRANCE,,,CE,,SATIN,aironet,12.3(2)JA2,,,0,aironet,COMMUTATEUR,N,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWWIFI:1190AP1,SWWIFI,ATAC,MAG_NORD,1190 LINSELLES WLAN,1190AP1,1190ap1,10.113.80.10,,,,,FRA,FRANCE,,,CE,,SATIN,aironet,12.3(2)JA2,,,0,aironet,COMMUTATEUR,N,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWWIFI:1190AP3,SWWIFI,ATAC,MAG_NORD,1190 LINSELLES WLAN,1190AP3,1190ap3,10.113.80.12,,,,,FRA,FRANCE,,,CE,,SATIN,aironet,12.3(2)JA2,,,0,aironet,COMMUTATEUR,N,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWWIFI:1190AP4,SWWIFI,ATAC,MAG_NORD,1190 LINSELLES WLAN,1190AP4,1190ap4,10.113.80.13,,,,,FRA,FRANCE,,,CE,,SATIN,aironet,12.3(2)JA2,,,0,aironet,COMMUTATEUR,N,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWWIFI:1190AP5,SWWIFI,ATAC,MAG_NORD,1190 LINSELLES WLAN,1190AP5,1190ap5,10.113.80.14,,,,,FRA,FRANCE,,,CE,,SATIN,aironet,12.3(2)JA2,,,0,aironet,COMMUTATEUR,N,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWWIFI:1192AP1,SWWIFI,ATAC,MAG_NORD,1192 CHANTI WLAN,1192AP1,1192ap1,10.43.249.42,,,,,FRA,FRANCE,,,CE,,SATIN,aironet,12.3(2)JA2,,,0,aironet,COMMUTATEUR,N,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWWIFI:1192AP2,SWWIFI,ATAC,MAG_NORD,1192 CHANTI WLAN,1192AP2,1192ap2,10.43.249.123,,,,,FRA,FRANCE,,,CE,,SATIN,aironet,12.3(2)JA2,,,0,aironet,COMMUTATEUR,N,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWWIFI:1192AP3,SWWIFI,ATAC,MAG_NORD,1192 CHANTI WLAN,1192AP3,1192ap3,10.41.181.73,,,,,FRA,FRANCE,,,CE,,SATIN,aironet,12.3(2)JA2,,,0,aironet,COMMUTATEUR,N,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWWIFI:1192AP4,SWWIFI,ATAC,MAG_NORD,1192 CHANTI WLAN,1192AP4,1192ap4,10.41.181.121,,,,,FRA,FRANCE,,,CE,,SATIN,aironet,12.3(2)JA2,,,0,aironet,COMMUTATEUR,N,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWWIFI:1193AP1,SWWIFI,ATAC,MAG_NORD,1193 MONTDIDIER WLAN,1193AP1,1193ap1,10.45.20.152,,,,,FRA,FRANCE,,,CE,,SATIN,aironet,12.3(2)JA2,,,0,aironet,COMMUTATEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWWIFI:1193AP2,SWWIFI,ATAC,MAG_NORD,1193 MONTDIDIER WLAN,1193AP2,1193ap2,10.45.20.153,,,,,FRA,FRANCE,,,CE,,SATIN,aironet,12.3(8)JEB,,,0,aironet,COMMUTATEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWWIFI:1193AP3,SWWIFI,ATAC,MAG_NORD,1193 MONTDIDIER WLAN,1193AP3,1193ap3,10.45.20.154,,,,,FRA,FRANCE,,,CE,,SATIN,aironet,12.3(8)JEB,,,0,aironet,COMMUTATEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWWIFI:1193AP4,SWWIFI,ATAC,MAG_NORD,1193 MONTDIDIER WLAN,1193AP4,1193ap4,10.45.20.155,,,,,FRA,FRANCE,,,CE,,SATIN,aironet,12.3(2)JA2,,,0,aironet,COMMUTATEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWWIFI:1194AP1,SWWIFI,ATAC,MAG_NORD,1194 COMPI WLAN,1194AP1,1194ap1,10.48.60.228,,,,,FRA,FRANCE,,,CE,,SATIN,aironet,12.3(2)JA2,,,0,aironet,COMMUTATEUR,N,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWWIFI:1194AP2,SWWIFI,ATAC,MAG_NORD,1194 COMPI WLAN,1194AP2,1194ap2,10.48.60.227,,,,,FRA,FRANCE,,,CE,,SATIN,aironet,12.3(2)JA2,,,0,aironet,COMMUTATEUR,N,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWWIFI:1194AP3,SWWIFI,ATAC,MAG_NORD,1194 COMPI WLAN,1194AP3,1194ap3,10.48.60.226,,,,,FRA,FRANCE,,,CE,,SATIN,aironet,12.3(2)JA2,,,0,aironet,COMMUTATEUR,N,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWWIFI:1194AP4,SWWIFI,ATAC,MAG_NORD,1194 COMPI WLAN,1194AP4,1194ap4,10.48.60.225,,,,,FRA,FRANCE,,,CE,,SATIN,aironet,12.3(2)JA2,,,0,aironet,COMMUTATEUR,N,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWWIFI:1194AP5,SWWIFI,ATAC,MAG_NORD,1194 COMPI WLAN,1194AP5,1194ap5,10.48.60.224,,,,,FRA,FRANCE,,,CE,,SATIN,aironet,12.3(2)JA2,,,0,aironet,COMMUTATEUR,N,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWWIFI:1195AP1,SWWIFI,ATAC,MAG_NORD,1195 AMIENS RWLAN,1195AP1,1195ap1,10.46.197.60,,,,,FRA,FRANCE,,,CE,,SATIN,aironet,12.3 2 JA2,,,0,aironet,COMMUTATEUR,N,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWWIFI:1195AP2,SWWIFI,ATAC,MAG_NORD,1195 AMIENS RWLAN,1195AP2,1195ap2,10.46.197.61,,,,,FRA,FRANCE,,,CE,,SATIN,aironet,12.3 2 JA2,,,0,aironet,COMMUTATEUR,N,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWWIFI:1195AP3,SWWIFI,ATAC,MAG_NORD,1195 AMIENS RWLAN,1195AP3,1195ap3,10.46.197.62,,,,,FRA,FRANCE,,,CE,,SATIN,aironet,12.3 2 JA2,,,0,aironet,COMMUTATEUR,N,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWWIFI:1195AP4,SWWIFI,ATAC,MAG_NORD,1195 AMIENS RWLAN,1195AP4,1195ap4,10.46.197.63,,,,,FRA,FRANCE,,,CE,,SATIN,aironet,12.3 2 JA2,,,0,aironet,COMMUTATEUR,N,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWWIFI:1196AP1,SWWIFI,ATAC,MAG_NORD,1196 ALBERT WLAN,1196AP1,1196ap1,10.45.20.164,,,,,FRA,FRANCE,,,CE,,SATIN,aironet,12.3(2)JA2,,,0,aironet,COMMUTATEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWWIFI:1196AP3,SWWIFI,ATAC,MAG_NORD,1196 ALBERT WLAN,1196AP3,1196ap3,10.45.20.166,,,,,FRA,FRANCE,,,CE,,SATIN,aironet,12.3(2)JA2,,,0,aironet,COMMUTATEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWWIFI:1200AP1,SWWIFI,ATAC,MAG_EST,1200 BDX CAUDER WLAN,1200AP1,1200ap1,10.45.189.136,,,,,FRA,FRANCE,,,CE,,SATIN,aironet,12.3(2)JA2,,,0,aironet,COMMUTATEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWWIFI:1200AP2,SWWIFI,ATAC,MAG_EST,1200 BDX CAUDER WLAN,1200AP2,1200ap2,10.45.189.137,,,,,FRA,FRANCE,,,CE,,SATIN,aironet,12.3(2)JA2,,,0,aironet,COMMUTATEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWWIFI:1200AP3,SWWIFI,ATAC,MAG_EST,1200 BDX CAUDER WLAN,1200AP3,1200ap3,10.45.189.138,,,,,FRA,FRANCE,,,CE,,SATIN,aironet,12.3(2)JA2,,,0,aironet,COMMUTATEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWWIFI:1200AP4,SWWIFI,ATAC,MAG_EST,1200 BDX CAUDER WLAN,1200AP4,1200ap4,10.45.189.139,,,,,FRA,FRANCE,,,CE,,SATIN,aironet,12.3(2)JA2,,,0,aironet,COMMUTATEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWWIFI:1200AP5,SWWIFI,ATAC,MAG_EST,1200 BDX CAUDER WLAN,1200AP5,1200ap5,10.45.189.140,,,,,FRA,FRANCE,,,CE,,SATIN,aironet,12.3(2)JA2,,,0,aironet,COMMUTATEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWWIFI:1201AP1,SWWIFI,ATAC,MAG_NORD,1201 FRANCON WLAN,1201AP1,1201ap1,10.40.219.80,,,,,FRA,FRANCE,,,CE,,SATIN,aironet,12.3(2)JA2,,,0,aironet,COMMUTATEUR,N,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWWIFI:1201AP3,SWWIFI,ATAC,MAG_NORD,1201 FRANCON WLAN,1201AP3,1201ap3,10.40.219.82,,,,,FRA,FRANCE,,,CE,,SATIN,aironet,12.3(2)JA2,,,0,aironet,COMMUTATEUR,N,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWWIFI:1202AP1,SWWIFI,ATAC,MAG_NORD,1202 ERAGNY WLAN,1202AP1,1202ap1,10.45.164.232,,,,,FRA,FRANCE,,,CE,,SATIN,aironet,12.3(2)JA2,,,0,aironet,COMMUTATEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWWIFI:1202AP2,SWWIFI,ATAC,MAG_NORD,1202 ERAGNY WLAN,1202AP2,1202ap2,10.45.164.233,,,,,FRA,FRANCE,,,CE,,SATIN,aironet,12.3(2)JA2,,,0,aironet,COMMUTATEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWWIFI:1202AP3,SWWIFI,ATAC,MAG_NORD,1202 ERAGNY WLAN,1202AP3,1202ap3,10.45.164.234,,,,,FRA,FRANCE,,,CE,,SATIN,aironet,12.3(2)JA2,,,0,aironet,COMMUTATEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWWIFI:1203AP1,SWWIFI,ATAC,MAG_NORD,1203 FERRIE WLAN,1203AP1,1203ap1,10.45.168.100,,,,,FRA,FRANCE,,,CE,,SATIN,aironet,12.3(2)JA2,,,0,aironet,COMMUTATEUR,N,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWWIFI:1203AP2,SWWIFI,ATAC,MAG_NORD,1203 FERRIE WLAN,1203AP2,1203ap2,10.45.168.99,,,,,FRA,FRANCE,,,CE,,SATIN,aironet,12.3(2)JA2,,,0,aironet,COMMUTATEUR,N,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWWIFI:1203AP3,SWWIFI,ATAC,MAG_NORD,1203 FERRIE WLAN,1203AP3,1203ap3,10.45.168.98,,,,,FRA,FRANCE,,,CE,,SATIN,aironet,12.3(2)JA2,,,0,aironet,COMMUTATEUR,N,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWWIFI:1203AP4,SWWIFI,ATAC,MAG_NORD,1203 FERRIE WLAN,1203AP4,1203ap4,10.45.168.97,,,,,FRA,FRANCE,,,CE,,SATIN,aironet,12.3(2)JA2,,,0,aironet,COMMUTATEUR,N,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWWIFI:1203AP5,SWWIFI,ATAC,MAG_NORD,1203 FERRIE WLAN,1203AP5,1203ap5,10.45.168.96,,,,,FRA,FRANCE,,,CE,,SATIN,aironet,12.3(2)JA2,,,0,aironet,COMMUTATEUR,N,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWWIFI:1208AP1,SWWIFI,ATAC,MAG_NORD,1208 NDDEG WLAN,1208AP1,1208ap1,10.43.122.8,,,,,FRA,FRANCE,,,CE,,SATIN,aironet,12.3(2)JA2,,,0,aironet,COMMUTATEUR,N,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWWIFI:1208AP2,SWWIFI,ATAC,MAG_NORD,1208 NDDEG WLAN,1208AP2,1208ap2,10.43.122.9,,,,,FRA,FRANCE,,,CE,,SATIN,aironet,12.3(2)JA2,,,0,aironet,COMMUTATEUR,N,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWWIFI:1208AP4,SWWIFI,ATAC,MAG_NORD,1208 NDDEG WLAN,1208AP4,1208ap4,10.43.122.11,,,,,FRA,FRANCE,,,CE,,SATIN,aironet,12.3(2)JA2,,,0,aironet,COMMUTATEUR,N,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWWIFI:1209AP1,SWWIFI,ATAC,MAG_NORD,1209 LEVALDE WLAN,1209AP1,1209ap1,10.48.72.112,,,,,FRA,FRANCE,,,CE,,SATIN,aironet,12.3(2)JA2,,,0,aironet,COMMUTATEUR,N,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWWIFI:1209AP2,SWWIFI,ATAC,MAG_NORD,1209 LEVALDE WLAN,1209AP2,1209ap2,10.48.72.113,,,,,FRA,FRANCE,,,CE,,SATIN,aironet,12.3(2)JA2,,,0,aironet,COMMUTATEUR,N,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWWIFI:1209AP3,SWWIFI,ATAC,MAG_NORD,1209 LEVALDE WLAN,1209AP3,1209ap3,10.48.72.114,,,,,FRA,FRANCE,,,CE,,SATIN,aironet,12.3(2)JA2,,,0,aironet,COMMUTATEUR,N,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWWIFI:1209AP5,SWWIFI,ATAC,MAG_NORD,1209 LEVALDE WLAN,1209AP5,1209ap5,10.48.72.116,,,,,FRA,FRANCE,,,CE,,SATIN,aironet,12.3(2)JA2,,,0,aironet,COMMUTATEUR,N,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWWIFI:1210AP1,SWWIFI,ATAC,MAG_OUEST,1210 JARGEAU WLAN,1210AP1,1210ap1,10.45.182.164,,,,,FRA,FRANCE,,,CE,,SATIN,aironet,12.3(2)JA2,,,0,aironet,COMMUTATEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWWIFI:1210AP2,SWWIFI,ATAC,MAG_OUEST,1210 JARGEAU WLAN,1210AP2,1210ap2,10.45.182.165,,,,,FRA,FRANCE,,,CE,,SATIN,aironet,12.3(2)JA2,,,0,aironet,COMMUTATEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWWIFI:1210AP3,SWWIFI,ATAC,MAG_OUEST,1210 JARGEAU WLAN,1210AP3,1210ap3,10.45.182.166,,,,,FRA,FRANCE,,,CE,,SATIN,aironet,12.3(2)JA2,,,0,aironet,COMMUTATEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWWIFI:1211AP1,SWWIFI,ATAC,MAG_NORD,1211 BOSCR WLAN,1211AP1,1211ap1,10.48.72.120,,,,,FRA,FRANCE,,,CE,,SATIN,aironet,12.3(2)JA2,,,0,aironet,COMMUTATEUR,N,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWWIFI:1211AP2,SWWIFI,ATAC,MAG_NORD,1211 BOSCR WLAN,1211AP2,1211ap2,10.48.72.121,,,,,FRA,FRANCE,,,CE,,SATIN,aironet,12.3(2)JA2,,,0,aironet,COMMUTATEUR,N,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
